developer,year,Cantidad,% free to play
søren trautner madsen,2017.0,1,0.00 %
t-rex games,2015.0,1,0.00 %
t3 entertainment,2007.0,1,100.00 %
t34 studio,2016.0,2,0.00 %
t4 interactive,2017.0,1,0.00 %
"tabot, inc.,natsume inc.",2017.0,1,0.00 %
tacs games,2016.0,1,0.00 %
tad productions ab,2014.0,1,0.00 %
tamsoft,2016.0,37,0.00 %
tao,2012.0,1,100.00 %
tas systems,2017.0,1,0.00 %
tb games,2015.0,2,0.00 %
tbdts games,2015.0,1,0.00 %
tchow,2015.0,1,0.00 %
tchapman500,2017.0,1,0.00 %
tdz games,2017.0,1,0.00 %
team tands plus,2015.0,1,0.00 %
team101,2015.0,1,100.00 %
tecopark,2016.0,1,0.00 %
teho games,2017.0,1,0.00 %
ten tiulenya team,2016.0,1,0.00 %
ten10 games,2016.0,1,0.00 %
terc,2015.0,1,0.00 %
ternox,2015.0,2,0.00 %
ternox,2017.0,1,100.00 %
tfdi design,2016.0,1,0.00 %
tgi game studio,2016.0,1,0.00 %
the brotherhood,2015.0,2,0.00 %
them corporation,2017.0,1,0.00 %
thq nordic,2001.0,1,0.00 %
thq nordic,2003.0,1,0.00 %
"thq nordic,mind over matter studios",2014.0,2,0.00 %
tml studios,2012.0,1,0.00 %
tml-studios,2009.0,2,0.00 %
tml-studios,2010.0,1,0.00 %
tml-studios,2014.0,3,0.00 %
tml-studios,2015.0,2,0.00 %
tml-studios,2016.0,1,0.00 %
tml-studios,2017.0,5,20.00 %
tnt team,1998.0,1,0.00 %
tnt team,1999.0,1,0.00 %
tomagamestudio,2016.0,1,0.00 %
tomagamestudio,2017.0,1,0.00 %
toraiki,2012.0,1,0.00 %
toraiki,2013.0,3,0.00 %
toraiki,2015.0,1,0.00 %
tpm.co soft works,2017.0,1,0.00 %
tpp studio,2016.0,1,0.00 %
"trend, soft pro",2014.0,3,0.00 %
"trend, soft pro",2015.0,7,0.00 %
"trend, softpro",2015.0,5,0.00 %
tri.g,2014.0,1,0.00 %
tri.g,2015.0,1,0.00 %
triangle service,2015.0,4,0.00 %
triangle service,2016.0,8,0.00 %
tru fun entertainment,2016.0,1,0.00 %
tsl,2017.0,1,0.00 %
tss studio,2017.0,9,0.00 %
"tt fusion,traveller's tales,feral interactive (mac)",2014.0,2,0.00 %
tt games,2010.0,1,0.00 %
tt games,2012.0,1,0.00 %
tt games,2017.0,6,0.00 %
"tt games ltd,feral interactive (mac)",2014.0,5,0.00 %
"tt games ltd,feral interactive (mac)",2015.0,10,0.00 %
"tt games,traveller's tales",2017.0,3,0.00 %
ttcx inc.,2016.0,1,100.00 %
turbo tape games,2012.0,1,0.00 %
turbogun,2015.0,2,0.00 %
taba games,2017.0,1,0.00 %
tabasco interactive,2015.0,1,0.00 %
tabc3dd,2017.0,1,0.00 %
tabletopia inc.,2016.0,1,100.00 %
taco truck games,2017.0,1,0.00 %
tactic studios inc.,2015.0,1,100.00 %
tactic studios inc.,2016.0,5,0.00 %
tactichaos,2016.0,1,0.00 %
taggrin,2017.0,1,0.00 %
tagunda llc,2016.0,1,0.00 %
tailwind games,2017.0,1,0.00 %
taito,2017.0,1,0.00 %
takeflight interactive,2015.0,1,0.00 %
takeflight interactive,2016.0,2,0.00 %
talawa games,2012.0,1,0.00 %
tale studios,2017.0,1,0.00 %
tale of tales,2008.0,1,0.00 %
tale of tales,2009.0,2,0.00 %
tale of tales,2013.0,2,0.00 %
tale of tales,2015.0,1,0.00 %
taleworlds entertainment,2008.0,1,0.00 %
taleworlds entertainment,2010.0,1,0.00 %
taleworlds entertainment,2011.0,1,0.00 %
"taleworlds entertainment,flying squirrel entertainment",2012.0,1,0.00 %
talecore studios,2016.0,1,0.00 %
talentplace,2015.0,1,0.00 %
talentplace,2016.0,2,0.00 %
tall story studios,2016.0,3,0.00 %
tall story studios,2017.0,1,0.00 %
tall studios,2015.0,1,0.00 %
talltech studio,2016.0,1,0.00 %
tallbeard studios llc,2017.0,2,0.00 %
talpel games,2017.0,2,50.00 %
tamationgames,2016.0,1,100.00 %
tamaya kagiya,2017.0,1,0.00 %
tamsoft,2016.0,2,0.00 %
tango gameworks,2014.0,2,0.00 %
tango gameworks,2015.0,3,0.00 %
tango gameworks,2017.0,1,0.00 %
tangrin entertainment,2015.0,1,0.00 %
tanner thayer,2016.0,1,0.00 %
tanukitsune,2017.0,1,0.00 %
tap it games,2013.0,1,0.00 %
tap it games,2015.0,1,0.00 %
tap to win,2015.0,1,0.00 %
"tapinator,max ignatyev",2017.0,1,0.00 %
taranasus studio,2016.0,1,0.00 %
tarboosh games,2016.0,1,0.00 %
tarbuttonstudio,2017.0,1,0.00 %
targem games,2003.0,1,0.00 %
targem games,2005.0,1,0.00 %
targem games,2006.0,2,0.00 %
targem games,2007.0,1,0.00 %
targem games,2008.0,1,0.00 %
targem games,2009.0,1,0.00 %
targem games,2012.0,3,0.00 %
targem games,2014.0,2,0.00 %
targem games,2015.0,1,0.00 %
targem games,2016.0,1,0.00 %
targem games,2017.0,8,12.50 %
targhen games,2015.0,1,0.00 %
targon studios,2016.0,1,0.00 %
tarhead studio,2017.0,1,0.00 %
tarsier studios,2017.0,5,0.00 %
tasharen entertainment inc.,2015.0,1,0.00 %
tasharen entertainment inc.,2017.0,1,0.00 %
taste games,2017.0,2,0.00 %
tasty poison,2016.0,1,0.00 %
tasty stewdios llc,2014.0,2,0.00 %
tasty stewdios llc,2015.0,1,0.00 %
tate multimedia,2013.0,1,0.00 %
tatyana murzina,2016.0,1,0.00 %
tatyana murzina,2017.0,1,0.00 %
tavern games,2014.0,1,0.00 %
tavo,2017.0,1,0.00 %
tawstudio entertainment,2013.0,1,0.00 %
taxsoft,2014.0,1,0.00 %
tayfun tuna,2016.0,2,0.00 %
tazigen clock,2015.0,1,0.00 %
"tbjbu2,clragon,trentipoo,elad levi,ernisot",2017.0,1,0.00 %
tchagata games,2015.0,1,0.00 %
tea-powered games,2017.0,1,0.00 %
tealdev,2017.0,1,0.00 %
tealrocks studio,2017.0,1,0.00 %
team 4u,2016.0,1,0.00 %
team 6,2017.0,1,0.00 %
team 6 studios,2007.0,2,0.00 %
team 6 studios,2010.0,1,0.00 %
team 6 studios,2011.0,2,0.00 %
team 7 lives,2017.0,1,0.00 %
team above,2017.0,1,0.00 %
team b.r.o.s.,2017.0,1,100.00 %
"team bondi,rockstar leeds",2011.0,2,0.00 %
team cat 'n mice,2016.0,1,100.00 %
"team chaos, llc",2014.0,1,0.00 %
"team chaos, llc",2015.0,1,0.00 %
team cherry,2017.0,2,0.00 %
team chesster,2016.0,1,0.00 %
team chivalry,2007.0,1,100.00 %
team clockworks,2016.0,1,0.00 %
team colorblind,2017.0,1,0.00 %
team d-13,2017.0,1,0.00 %
team dots,2017.0,1,100.00 %
team dogpit,2017.0,1,0.00 %
"team error,tiny colossus",2016.0,1,0.00 %
team eleven eleven,2015.0,1,100.00 %
team eyepatch,2015.0,1,0.00 %
team flow,2014.0,1,0.00 %
team fork,2017.0,2,0.00 %
team fractal alligator,2015.0,2,0.00 %
team fractal alligator,2017.0,2,0.00 %
team frizz,2015.0,1,0.00 %
team fugl,2017.0,1,0.00 %
team full sail,2017.0,1,100.00 %
"team fusion simulations,1c: maddox games",2017.0,1,0.00 %
team gotham,2016.0,2,50.00 %
team grybanser fox,2015.0,1,0.00 %
team grybanser fox,2016.0,2,0.00 %
team grybanser fox,2017.0,2,0.00 %
team indev,2016.0,1,0.00 %
team isolation,2015.0,1,0.00 %
team jolly roger,2015.0,1,0.00 %
team jolly roger,2017.0,1,0.00 %
team junkfish,2015.0,1,0.00 %
team kryll,2015.0,1,0.00 %
team kryll,2016.0,1,0.00 %
team meat,2010.0,1,0.00 %
team monkey,2016.0,1,0.00 %
team monkey,2018.0,1,0.00 %
team murder,2016.0,1,0.00 %
team ninja,2016.0,1,0.00 %
"team ninja,koei tecmo games co., ltd.",2015.0,15,6.67 %
"team ninja,koei tecmo games co., ltd.",2016.0,47,0.00 %
"team ninja,koei tecmo games co., ltd.",2017.0,9,0.00 %
team neetbytes,2017.0,1,0.00 %
team nekojishi,2017.0,2,50.00 %
team octopoodle,2017.0,1,0.00 %
team poodle,2017.0,1,0.00 %
team psykskallar,2013.0,1,100.00 %
team replay,2015.0,1,0.00 %
team reptile,2013.0,1,0.00 %
team reptile,2014.0,1,0.00 %
team scynix,2016.0,1,0.00 %
team shifty,2017.0,2,0.00 %
team signal,2016.0,1,0.00 %
team taju,2015.0,1,0.00 %
team toaster,2017.0,1,0.00 %
team train frontier,2017.0,1,0.00 %
team tripleslash,2014.0,2,0.00 %
team wood block,2017.0,1,0.00 %
team of light mecia llc,2016.0,1,0.00 %
team17 digital ltd,1995.0,1,0.00 %
team17 digital ltd,1999.0,1,0.00 %
team17 digital ltd,2002.0,1,0.00 %
team17 digital ltd,2010.0,3,0.00 %
team17 digital ltd,2011.0,8,0.00 %
team17 digital ltd,2012.0,5,0.00 %
team17 digital ltd,2013.0,5,0.00 %
team17 digital ltd,2014.0,1,0.00 %
team17 digital ltd,2015.0,4,25.00 %
team17 digital ltd,2016.0,2,0.00 %
"team17 digital ltd,mouldy toof studios",2017.0,4,0.00 %
team17 software ltd.,2010.0,1,0.00 %
team2bit,2013.0,1,0.00 %
team2bit,2016.0,1,0.00 %
team6 game studios b.v.,2015.0,1,0.00 %
team8 studio,2017.0,1,0.00 %
teamathopiu,2017.0,9,0.00 %
teamcrew,2016.0,1,0.00 %
teamtop games,2017.0,2,100.00 %
teamwaterfly,2016.0,1,0.00 %
teamomega,2017.0,2,0.00 %
teawork dev,2016.0,1,0.00 %
tech warrior-dylan dugan,2017.0,1,0.00 %
techsmith corporation,2015.0,1,0.00 %
techland,2006.0,2,0.00 %
techland,2007.0,1,0.00 %
techland,2009.0,1,0.00 %
techland,2010.0,1,0.00 %
techland,2013.0,1,0.00 %
techland,2015.0,4,0.00 %
techland,2016.0,7,0.00 %
techland,2017.0,2,0.00 %
technetium games,2009.0,1,0.00 %
technical entertainment,2016.0,1,0.00 %
technically competent,2017.0,1,0.00 %
technocrat games,2015.0,1,0.00 %
technomancy studios,2015.0,1,100.00 %
technomancy studios,2016.0,2,50.00 %
"tecsi aron,szocs robert",2017.0,1,0.00 %
teepee studios,2017.0,1,0.00 %
teemo soft,2016.0,1,0.00 %
teeworlds team,2007.0,1,100.00 %
teknopants,2013.0,1,0.00 %
teku studios,2016.0,2,0.00 %
telehorse,2017.0,1,0.00 %
teletower studios,2017.0,1,100.00 %
telltale games,2005.0,2,0.00 %
telltale games,2006.0,3,0.00 %
telltale games,2007.0,6,0.00 %
telltale games,2008.0,6,0.00 %
telltale games,2009.0,5,0.00 %
telltale games,2010.0,3,0.00 %
telltale games,2011.0,1,0.00 %
telltale games,2012.0,1,0.00 %
telltale games,2013.0,3,0.00 %
telltale games,2014.0,2,0.00 %
telltale games,2015.0,1,0.00 %
telltale games,2016.0,3,0.00 %
telltale games,2017.0,2,0.00 %
temple gates games,2016.0,1,0.00 %
temple gates games,2017.0,4,0.00 %
tencent games,2017.0,1,0.00 %
"tendershoot,a jolly corpse",2015.0,1,0.00 %
tennen-sozai,2012.0,2,0.00 %
tennen-sozai,2014.0,2,0.00 %
"tenwall creatives, inc.",2016.0,2,0.00 %
teotl studios,2010.0,1,0.00 %
tephra company,2017.0,1,0.00 %
tequila works sl,2012.0,1,0.00 %
"tequila works, s.l.",2012.0,1,0.00 %
"tequila works,abstraction games",2016.0,1,0.00 %
"tequila works,qloc",2017.0,1,0.00 %
tequilabyte studio,2017.0,1,0.00 %
terapoly,2017.0,1,0.00 %
terkstudios,2017.0,2,50.00 %
terminal press,2015.0,1,0.00 %
terminal press,2016.0,2,0.00 %
terminal reality,1995.0,1,0.00 %
terminal reality,2003.0,1,0.00 %
terminal reality,2005.0,1,0.00 %
terngame,2015.0,1,100.00 %
tero lunkka,2016.0,1,0.00 %
tero lunkka,2017.0,6,0.00 %
tero lunkka,2018.0,1,0.00 %
"tero lunkka,jacob clevenger",2017.0,1,0.00 %
"tero lunkka,mikko seppälä",2017.0,3,0.00 %
"tero lunkka,valkeala software",2017.0,2,0.00 %
terra nova development,1993.0,1,0.00 %
terri vellmann,2014.0,2,0.00 %
terrible posture games,2014.0,2,0.00 %
terrible toybox,2017.0,1,0.00 %
terrifying jellyfish,2016.0,1,0.00 %
terry cavanagh,2010.0,1,0.00 %
terry cavanagh,2012.0,1,0.00 %
tesseract interactive,2016.0,1,0.00 %
test pilot,2015.0,2,0.00 %
test3 projects,2013.0,2,0.00 %
testtubegames,2015.0,1,0.00 %
tetabester,2017.0,1,0.00 %
tethys interactive llc,2015.0,1,0.00 %
teveru,2017.0,1,0.00 %
texel raptor,2016.0,1,0.00 %
teyon,2013.0,1,0.00 %
teyon,2014.0,3,0.00 %
teyon,2015.0,1,0.00 %
thalasse games,2017.0,1,0.00 %
thankcreate studio,2017.0,1,0.00 %
thatcher productions,2016.0,1,0.00 %
the 3do company,1998.0,1,0.00 %
the 3do company,1999.0,2,0.00 %
the artistocrats,2015.0,1,100.00 %
the artistocrats,2016.0,6,0.00 %
the artistocrats,2017.0,3,0.00 %
the astronauts,2014.0,2,0.00 %
the barberians game studio,2016.0,1,0.00 %
the behemoth,2012.0,3,0.00 %
the behemoth,2014.0,1,0.00 %
the behemoth,2017.0,1,0.00 %
the binary mill,2013.0,1,0.00 %
the bitfather,2015.0,1,0.00 %
the bitfather,2016.0,1,0.00 %
the chinese room,2013.0,1,0.00 %
the chinese room,2016.0,1,0.00 %
"the chinese room,robert briscoe",2017.0,1,0.00 %
"the collective,general arcade",2006.0,1,0.00 %
the commander,2017.0,1,0.00 %
the commander,2018.0,1,0.00 %
the conjurer's tower,2014.0,1,0.00 %
the conjurer's tower,2016.0,1,0.00 %
the creative assembly,2004.0,1,0.00 %
the creative assembly,2006.0,1,0.00 %
the creative assembly,2010.0,2,0.00 %
"the creative assembly,feral interactive (mac)",2010.0,3,0.00 %
"the creative assembly,feral interactive (mac)",2012.0,2,0.00 %
"the creative assembly,feral interactive (mac),feral interactive (linux)",2006.0,1,0.00 %
"the creative assembly,feral interactive (mac),feral interactive (linux)",2007.0,1,0.00 %
"the creative assembly,feral interactive (mac),feral interactive (linux)",2009.0,5,0.00 %
"the creative assembly,feral interactive (mac),feral interactive (linux)",2010.0,1,0.00 %
"the creative assembly,feral interactive (mac),feral interactive (linux)",2011.0,6,0.00 %
"the creative assembly,feral interactive (mac),feral interactive (linux)",2012.0,8,0.00 %
"the creative assembly,feral interactive (mac),feral interactive (linux)",2014.0,1,0.00 %
"the crimson nights team,spiky fish games",2017.0,1,0.00 %
the cursed revolver,2017.0,1,0.00 %
the dangerous kitchen,2017.0,1,0.00 %
the dashing crate,2017.0,2,50.00 %
the dept of silly stuff,2014.0,1,0.00 %
the digital village,1998.0,1,0.00 %
"the dirigiballers, llc",2016.0,2,0.00 %
the domaginarium,2014.0,1,0.00 %
the domaginarium,2016.0,1,0.00 %
the domaginarium,2017.0,1,0.00 %
the dragonloft,2017.0,1,0.00 %
the dreamers guild,1994.0,1,0.00 %
the drone racing league,2017.0,1,0.00 %
the farm 51,2009.0,1,0.00 %
the farm 51,2010.0,1,0.00 %
the farm 51,2012.0,1,0.00 %
the farm 51,2013.0,9,0.00 %
the farm 51,2017.0,2,0.00 %
the foregone syndicate,2017.0,3,0.00 %
the foundry,2014.0,1,0.00 %
the foundry,2015.0,1,0.00 %
the fullbright company,2014.0,1,0.00 %
the future of videogames,2015.0,1,0.00 %
the game bakers,2016.0,2,0.00 %
the game bakers,2017.0,2,50.00 %
the game creators,2014.0,2,0.00 %
the game creators,2015.0,9,0.00 %
the game creators,2016.0,5,40.00 %
the game creators,2017.0,8,37.50 %
the game kitchen,2014.0,2,0.00 %
the game kitchen,2016.0,2,0.00 %
the game species,2015.0,1,0.00 %
the gentlebros,2017.0,1,0.00 %
"the gentlebros,general arcade",2016.0,1,0.00 %
the glitch factory,2016.0,1,0.00 %
the good mood creators,2016.0,2,0.00 %
the harvest vr,2017.0,1,0.00 %
the hazardous dude,2017.0,1,0.00 %
the hideout,2012.0,1,0.00 %
the house of fables,2016.0,2,0.00 %
the house of fables,2017.0,2,0.00 %
"the house of fables,gogii games",2016.0,1,0.00 %
the hyper carries!,2017.0,1,100.00 %
the indie forge,2014.0,1,0.00 %
the indie stone,2013.0,1,0.00 %
the innocent devils,2016.0,1,0.00 %
the light sword team,2015.0,3,0.00 %
the light sword team,2016.0,2,0.00 %
the loneliest pixel,2015.0,1,0.00 %
the lordz games studio,2012.0,1,0.00 %
the major game company,2016.0,1,0.00 %
the men who wear many hats,2013.0,1,0.00 %
the men who wear many hats,2014.0,3,33.33 %
the men who wear many hats,2015.0,2,0.00 %
"the mojo collective,ian frank productions",2016.0,1,0.00 %
the molasses flood,2016.0,1,0.00 %
the most,2017.0,1,0.00 %
the mustard corporation,2014.0,2,0.00 %
the net champs,2015.0,1,0.00 %
the ninth art,2017.0,2,50.00 %
the odd gentlemen,2010.0,1,0.00 %
the odd gentlemen,2015.0,3,0.00 %
the odd gentlemen,2016.0,3,0.00 %
the owl prophecy,2017.0,1,0.00 %
the paper robot,2017.0,1,0.00 %
the pompous pixel,2015.0,2,0.00 %
the quadsphere,2015.0,1,0.00 %
the quadsphere,2016.0,1,0.00 %
the quantum astrophysicists guild,2016.0,4,0.00 %
"the quinnspiracy,patrick lindsey,isaac schankler",2014.0,1,0.00 %
the revera corporation,2017.0,1,100.00 %
the revills games,2015.0,1,0.00 %
the revills games,2016.0,2,0.00 %
the revills games,2017.0,1,0.00 %
the rock studio,2017.0,1,0.00 %
the skse team,2015.0,1,100.00 %
the secret games company,2015.0,1,0.00 %
the secret games company,2016.0,2,0.00 %
the secret pie,2014.0,2,0.00 %
the secret pie,2016.0,1,0.00 %
the secret pie,2017.0,1,0.00 %
the selenite forge,2017.0,1,0.00 %
the sherrinford,2017.0,1,0.00 %
the sims studio,2009.0,2,0.00 %
the sims studio,2010.0,4,0.00 %
the sims studio,2011.0,4,0.00 %
the sims studio,2012.0,5,0.00 %
the sims studio,2013.0,5,0.00 %
the simutrans team,2016.0,8,87.50 %
"the software farm,sunlight games,sierra entertainment",1988.0,1,0.00 %
the stonebot studio,2016.0,1,0.00 %
the story mechanics,2013.0,1,0.00 %
the sun will rise team,2016.0,1,100.00 %
the taco heaven,2015.0,1,0.00 %
the tambourine,2015.0,1,0.00 %
the tambourine,2016.0,2,0.00 %
the tiniest shark,2013.0,1,0.00 %
the vanir project,2017.0,2,0.00 %
the voices games,2017.0,1,0.00 %
the web production,2017.0,1,0.00 %
the working parts,2014.0,2,0.00 %
the writer zone,2013.0,1,0.00 %
the young socratics,2017.0,1,0.00 %
theblavas,2016.0,2,0.00 %
thedreik,2014.0,1,0.00 %
thedreik,2017.0,1,0.00 %
"thedreik,xeneder",2017.0,1,0.00 %
thegoldeneyed,2017.0,1,0.00 %
theshortandthetall,2015.0,2,0.00 %
the_kiddy,2016.0,2,0.00 %
the_kiddy,2017.0,1,0.00 %
"thekla, inc.",2016.0,1,0.00 %
them games,2015.0,1,0.00 %
theodor niklas,2017.0,5,0.00 %
theodore palser,2016.0,2,0.00 %
theory georgiou,2016.0,1,100.00 %
thetis games,2017.0,1,0.00 %
thial,2017.0,1,0.00 %
thick &amp; thin,2017.0,1,0.00 %
"thiemo bolder, onemangames",2016.0,1,0.00 %
thing trunk,2016.0,1,0.00 %
thing trunk,2017.0,1,0.00 %
thinice,2015.0,1,0.00 %
think on labs,2017.0,1,0.00 %
thinkfast studio,2017.0,1,0.00 %
thinkofgames,2016.0,3,0.00 %
thinkofgames,2017.0,4,0.00 %
"thinkofgames,the storytelling studio",2017.0,1,0.00 %
thinkvirtual,2017.0,1,0.00 %
thinkvirtual llc,2017.0,1,0.00 %
"thinking studios,slam dunk studios",2009.0,1,0.00 %
third millenium software,1993.0,1,0.00 %
third wire productions,2006.0,1,0.00 %
thirsten studios,2016.0,1,0.00 %
thirtythree,2016.0,2,0.00 %
thomas bacon,2015.0,1,100.00 %
thomas bernatchez,2016.0,1,0.00 %
"thomas biskup,jochen terstiege,zeno rogue,krzysztof dycha,lucas dieguez",2015.0,1,0.00 %
thomas bowker,2014.0,1,0.00 %
thomas brush,2017.0,2,0.00 %
"thomas christof,giovanni rotondo,thomas s.",2014.0,1,0.00 %
thomas gwaltney,2015.0,1,0.00 %
thomas happ games llc,2015.0,2,0.00 %
thomas konkol,2016.0,1,0.00 %
thomas moon kang,2016.0,1,0.00 %
"thomas schreiter,dirk schreiter,jörg winterstein,peer draeger,gereon bartel",2015.0,1,0.00 %
thomas zighem,2017.0,1,0.00 %
thomson interactive,2010.0,1,0.00 %
thomson interactive,2011.0,2,0.00 %
thomson interactive,2012.0,1,0.00 %
thomson interactive,2014.0,1,0.00 %
thomson interactive,2015.0,1,0.00 %
thomson interactive,2016.0,2,0.00 %
thomson interactive,2017.0,1,0.00 %
thorium entertainment,2017.0,1,0.00 %
thorne games,2016.0,2,0.00 %
thorngames,2018.0,1,0.00 %
thorsten schleinzer,2015.0,1,0.00 %
those awesome guys,2016.0,1,0.00 %
thosebros entertainment,2017.0,1,0.00 %
thoughtshelter games,2015.0,1,0.00 %
threaks,2013.0,1,0.00 %
threaks,2015.0,3,0.00 %
three brothers games,2017.0,1,0.00 %
three fields entertainment,2016.0,1,0.00 %
three fields entertainment,2017.0,1,0.00 %
three flip studios,2016.0,1,0.00 %
three frog studios,2017.0,1,0.00 %
three gates,2013.0,1,0.00 %
three gates ab,2017.0,1,0.00 %
three guys game studio,2017.0,1,0.00 %
three phase interactive pty ltd,2016.0,1,0.00 %
three prong productions,2015.0,1,0.00 %
three rings,2011.0,1,100.00 %
threye interactive,2017.0,2,50.00 %
thrill pill games,2015.0,1,0.00 %
thrill pill games,2016.0,2,0.00 %
thrillion,2015.0,1,0.00 %
thrive games,2017.0,1,0.00 %
throw the warped code out,2016.0,1,0.00 %
throwback entertainment,1999.0,1,100.00 %
thugnificent,2017.0,2,0.00 %
thunder devs.,2017.0,3,33.33 %
thunder lotus games,2015.0,1,0.00 %
thunder lotus games,2017.0,2,0.00 %
thylacine studios,2015.0,2,0.00 %
thylacine studios,2016.0,5,20.00 %
thylacine studios,2017.0,1,0.00 %
tigames,2017.0,1,100.00 %
tianyu studio,2015.0,1,0.00 %
tibith,2017.0,1,0.00 %
tictoc games,2015.0,1,0.00 %
ticktock games,2014.0,2,0.00 %
ticklersoft,2017.0,1,0.00 %
ticonblu,2014.0,1,0.00 %
ticonblu,2015.0,1,0.00 %
ticonblu,2014.0,1,0.00 %
tiger style,2012.0,1,0.00 %
tiger style,2013.0,1,0.00 %
tiger style,2015.0,2,0.00 %
"tiger and squid,team17 digital ltd",2015.0,1,0.00 %
"tigerndv,ninjaisv",2015.0,1,0.00 %
tigerish games,2015.0,1,100.00 %
tikgames,2012.0,1,0.00 %
tikipod ltd,2014.0,1,0.00 %
"tilted mill entertainment, inc.",2006.0,1,0.00 %
"tilted mill entertainment, inc.",2008.0,4,0.00 %
tim conkling,2017.0,5,0.00 %
tim mcarthur,2013.0,1,0.00 %
tim mcarthur,2017.0,1,0.00 %
"tim pinder,david franco campos,zak eidsvoog,david thor fjalarsson",2017.0,1,0.00 %
tim rachor,2016.0,1,0.00 %
tim rachor,2017.0,1,0.00 %
tim sullivan,2015.0,1,0.00 %
tim sullivan,2017.0,1,0.00 %
timba games,2017.0,1,0.00 %
timberwolf studios,2017.0,2,0.00 %
timbre interactive,2015.0,1,0.00 %
time gap studio,2017.0,1,0.00 %
time robbers,2017.0,1,0.00 %
timegate studios,2001.0,2,0.00 %
timegate studios,2004.0,1,0.00 %
timegate studios,2011.0,4,0.00 %
timesymmetry,2015.0,1,0.00 %
timedrop studios,2015.0,2,50.00 %
timeless games,2016.0,1,0.00 %
timeslip softworks,2014.0,1,0.00 %
"timushev vladimir,composer-motorin dmitry (djinotan)",2016.0,1,0.00 %
timuz games,2017.0,1,0.00 %
tin man games,2014.0,2,0.00 %
tin man games,2015.0,6,0.00 %
tin man games,2016.0,3,0.00 %
tin man games,2017.0,1,0.00 %
tindalos interactive,2015.0,1,0.00 %
tindalos interactive,2016.0,4,0.00 %
"tindalos interactive,headup games",2012.0,5,0.00 %
"tingly, llc",2016.0,1,0.00 %
tinimations,2016.0,2,0.00 %
"tiny colossus,ciro continisio",2014.0,2,50.00 %
"tiny colossus,ciro continisio,francesco d'andrea",2014.0,1,0.00 %
tiny horse games,2016.0,1,0.00 %
tiny lab productions,2014.0,1,0.00 %
tiny pixel,2017.0,1,0.00 %
tiny titan studios,2017.0,1,0.00 %
tiny utopia,2015.0,1,0.00 %
tiny warrior games,2017.0,2,0.00 %
tinyassociatesband,2016.0,1,0.00 %
tinyatomgames,2016.0,1,0.00 %
tinymob games,2017.0,1,0.00 %
tio atum,2017.0,2,0.00 %
tipping goat llc,2015.0,1,0.00 %
tisnart,2015.0,1,0.00 %
titan deep space company,2017.0,1,0.00 %
titan forged games,2015.0,2,0.00 %
titan squad,2016.0,1,0.00 %
titanium game studios,2017.0,1,0.00 %
titouan millet,2016.0,1,0.00 %
titus interactive,1991.0,1,0.00 %
titus interactive,1992.0,1,0.00 %
titus interactive,1993.0,1,0.00 %
titutitech,2017.0,2,0.00 %
tlakali game studio,2017.0,1,0.00 %
tlön studios,2013.0,2,0.00 %
"tlön studios,ilex games",2017.0,1,0.00 %
tomorning productions,2015.0,1,0.00 %
"toadman interactive,fatshark",2015.0,2,0.00 %
toastielabs,2017.0,1,0.00 %
toasty games,2015.0,1,0.00 %
"tobias müller,florian wolf,cedric appel,benedikt steffens",2016.0,1,0.00 %
tobop productions,2017.0,2,0.00 %
tochas studios,2015.0,2,0.00 %
toco games,2014.0,2,0.00 %
toffee games,2016.0,1,0.00 %
toge productions,2016.0,1,0.00 %
toka loka games,2016.0,1,0.00 %
tokyo rpg factory,2016.0,2,0.00 %
tokyo rpg factory,2017.0,1,0.00 %
tolgahan kangal,2017.0,1,0.00 %
tom de roeck,2014.0,1,0.00 %
tom heek,2017.0,1,0.00 %
tom johnson,2015.0,2,0.00 %
tom kingston,2017.0,1,0.00 %
"tom stoffel,puny human",2014.0,1,0.00 %
"tom stoffel,puny human",2016.0,1,0.00 %
tom-erik nielsen,2017.0,1,0.00 %
tomadeira,2016.0,1,0.00 %
"tomas gonzalez,martin pilaszek",2017.0,1,0.00 %
tomasz wacławek,2015.0,2,0.00 %
tomatotrap,2017.0,1,0.00 %
tomb team,2017.0,4,25.00 %
"tomer caner,nitay parnes",2017.0,1,0.00 %
"tomi maarela,elias viglione",2014.0,1,0.00 %
tomi syväjärvi,2017.0,1,0.00 %
tomislav kadežabek,2017.0,1,0.00 %
tomkorp computer solutions inc.,2010.0,1,0.00 %
tomlab games,2017.0,1,0.00 %
tomoaki sugeno,2014.0,3,0.00 %
tomorrow arts,2016.0,1,100.00 %
tomorrow corporation,2012.0,1,0.00 %
tomorrow corporation,2015.0,1,0.00 %
tomáš sabol,2017.0,1,0.00 %
tongsun,2015.0,1,0.00 %
tongsun,2017.0,1,0.00 %
tonguç bodur,2015.0,1,0.00 %
tonguç bodur,2016.0,2,0.00 %
tonguç bodur,2017.0,5,0.00 %
toni domínguez,2017.0,1,100.00 %
tony wang,2018.0,1,0.00 %
too kind studio,2016.0,2,0.00 %
too kind studio,2017.0,1,0.00 %
toontraxx studios,2003.0,1,0.00 %
toontraxx studios,1997.0,1,0.00 %
toontraxx studios,2012.0,1,0.00 %
tooth decay entertainment,2017.0,1,0.00 %
top evidence studio,2017.0,4,0.00 %
top shelf studios,2017.0,1,100.00 %
top3line,2015.0,1,0.00 %
top3line s.r.o.,2015.0,1,0.00 %
